DATE,N_TRANSFER,USER,AMOUNT_USD,AMOUNT_ETH,CEX,DEX
2021-06-29 00:00:00.000,1,1,24156.6123027,11.065178416,coinbase,uniswap
2021-06-30 00:00:00.000,2,2,35543.129496688,16.888386573,coinbase,uniswap
2021-07-01 00:00:00.000,1,1,32194.88840607,15.297463357,coinbase,uniswap
2021-07-02 00:00:00.000,1,1,21575.897284478,10.251829233,coinbase,uniswap
2021-07-05 00:00:00.000,1,1,14625.648246593,6.294174863,coinbase,sushiswap
2021-07-06 00:00:00.000,3,3,67703.409791253,29.058878732,coinbase,uniswap
2021-07-07 00:00:00.000,2,2,51714.205148053,21.816289443,coinbase,uniswap
2021-07-07 00:00:00.000,1,1,35515.003156006,15.324097214,coinbase,sushiswap
2021-07-08 00:00:00.000,2,2,32284.711317146,14.29073315,coinbase,uniswap
2021-07-09 00:00:00.000,1,1,9137.50558641,4.260703901,swissborg,sushiswap
2021-07-09 00:00:00.000,2,2,32869.197609453,15.511289903,coinbase,sushiswap
2021-07-09 00:00:00.000,1,1,33080.446366034,15.60769327,coinbase,uniswap
2021-07-10 00:00:00.000,1,1,25456.925997652,11.898428618,coinbase,uniswap
2021-07-11 00:00:00.000,1,1,5717.533773844,2.716658482,swissborg,sushiswap
